1496034835.750 0.995996 0.995996 0.000000 0.994996 0.994995 0.000000 0.992996 0.992994 0.000000 0.991006 0.990994 0.000000 0.989060 0.989002 0.000000 0.985363 0.985056 0.000000 0.982838 0.981331 0.000007 0.985013 0.977682 0.000103 1.013117 0.978120 0.001404 1.172490 1.001047 0.015597 1.930773 1.138861 0.104482 4.378451 1.636490 0.312899 11.444863 3.346716 0.485165 49.898009 49.464218 0.999900 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000
1496034836.000 4.752955 4.062002 0.628067 5.768385 5.293854 0.632257 7.570015 7.068963 0.632723 9.064636 8.424495 0.995623 11.470355 11.252990 0.999600 15.029016 14.898475 0.999086 17.925363 17.833056 0.999085 22.351813 22.317864 0.998734 27.335016 27.226147 0.999643 33.313690 33.344825 0.999564 38.306920 38.366331 0.995537 34.811586 34.011180 0.976090 30.932317 31.711846 0.980459 16.630080 20.360970 0.602734 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000
1496034836.250 4.615433 4.449050 0.629144 5.750292 5.699042 0.996333 7.556453 7.511967 0.998447 8.955084 8.953169 0.995789 10.877954 10.834373 0.996171 14.044842 14.057702 0.997973 16.475702 16.628787 0.999511 19.173982 19.289084 0.998349 20.117609 19.824513 0.996951 20.672073 20.621775 0.997684 18.066706 20.499183 0.981394 13.722294 15.676088 0.841482 9.662600 11.777504 0.752355 5.504754 9.563942 0.178504 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000
1496034836.500 4.790312 4.770759 0.996529 5.422298 5.409287 0.989864 7.368889 7.358928 0.997324 8.683718 8.719327 0.995752 9.861965 9.859027 0.995983 12.229589 12.218556 0.995121 13.881316 14.282866 0.997343 14.279912 14.501739 0.994434 12.662815 11.989416 0.993561 8.825197 8.946965 0.996635 6.153003 7.065934 0.977469 4.206815 11.103862 0.806537 3.301786 6.946847 0.699276 2.377107 4.932505 0.111666 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000
1496034836.750 4.522009 4.545554 0.992487 5.493867 5.487378 0.991656 7.054557 7.049960 0.996246 8.299215 8.325195 0.995658 9.431051 9.510843 0.996752 10.523018 10.187473 0.991880 10.503667 11.440607 0.988335 9.087444 9.813357 0.984685 6.144725 5.890918 0.990743 3.339376 5.160099 0.988610 2.035409 2.872553 0.971547 1.698562 6.491978 0.782796 1.265305 4.226139 0.684978 1.117105 5.289202 0.093754 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000
1496034837.000 4.591348 4.586251 0.988432 5.356001 5.379934 0.992979 6.637840 6.627401 0.994901 7.772279 7.751970 0.994772 8.187322 8.373107 0.993250 8.809103 7.976043 0.986577 7.171616 8.655722 0.970037 5.060758 6.278011 0.970766 3.027972 4.438016 0.983198 1.320237 3.184744 0.982385 0.704059 1.527287 0.967803 0.572358 3.949015 0.769935 0.938206 3.664323 0.639640 1.208342 5.058130 0.084085 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000
1496034837.250 4.406264 4.458871 0.990754 5.004563 5.045118 0.983046 6.188549 6.170557 0.993206 7.092831 7.025090 0.993158 7.250744 7.588258 0.990508 6.692454 5.661530 0.973422 4.528998 6.089426 0.950555 2.897010 4.133537 0.960495 1.489938 3.046993 0.977168 0.691804 1.639088 0.978819 0.422357 1.769372 0.955076 0.911869 3.507266 0.752669 0.904270 3.089492 0.603842 0.982470 3.452513 0.077720 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000
1496034837.500 4.335003 4.342489 0.980510 4.926138 4.985631 0.970931 5.769901 5.739710 0.991981 6.296805 6.177381 0.991600 6.102786 6.565995 0.987193 4.714211 4.181792 0.956045 2.890529 4.330212 0.931565 1.768181 2.964512 0.949922 0.702904 2.092622 0.973032 0.551855 1.552792 0.972066 0.202002 1.049819 0.952340 1.122740 3.311048 0.735148 0.758469 4.691181 0.515936 0.508787 2.754902 0.067405 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000
1496034837.750 4.248149 4.337355 0.986850 4.799642 4.853454 0.972997 5.389484 5.332263 0.991240 5.449602 5.290642 0.989735 4.881949 5.468686 0.979875 3.241329 3.508169 0.933601 1.948284 3.223029 0.915548 1.057969 2.308477 0.937714 0.350148 3.839631 0.951777 0.253422 2.552138 0.956630 0.211147 4.482935 0.930255 1.071542 3.390266 0.709440 0.968114 3.996824 0.487999 0.812163 3.552749 0.058882 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000
1496034838.000 4.049809 4.098311 0.970467 4.455991 4.526032 0.958156 4.998972 4.960352 0.990026 4.600054 4.441735 0.986158 3.814924 4.657350 0.962299 2.239493 3.337782 0.895558 1.344161 2.377070 0.906447 0.592174 1.679676 0.928541 0.195352 4.687519 0.918043 0.124066 4.202579 0.925040 0.572258 6.035267 0.881892 1.426804 2.379931 0.691906 1.136367 4.709393 0.419786 0.892887 2.627038 0.055953 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 0.000000
